Age,Nationality,Potential,Club,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
2,124,2,260,1,3,1,1.0,2.0,3.0,2,5,18,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,2,3,4,4,5,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,137,2,274,1,4,1,1.0,3.0,3.0,8,5,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1
2,107,1,84,1,3,0,1.0,3.0,2.0,8,2,11,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,3,4,4,4,4,3,4,2,4,2,4,5,2,4,4,3,3,3,4,4,4,4,1,1,1,1,1
1,156,3,259,1,2,0,1.0,2.0,3.0,8,8,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,2,2,3,3,2,2,2,3,4,4,4,3,4,4,3,3,3,4,5,5,4,3,3,4,4,3,4,3,4,1,4,3,4,4,1,1,1,1,1,1,1,1
2,142,2,7,1,3,1,1.0,3.0,3.0,8,5,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,2,3,3,1,1,1,1,1
1,61,3,425,1,3,1,1.0,3.0,3.0,1,2,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,4,4,5,4,4,4,4,3,4,3,4,3,2,4,4,3,4,3,2,2,1,1,1,1,1
2,59,2,223,1,3,1,1.0,3.0,2.0,8,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,5,4,4,4,4,3,4,3,4,4,4,4,1,1,1,1,1
1,46,3,454,1,2,1,1.0,3.0,4.0,8,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,2,3,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,3,4,2,3,2,1,1,1,1,1
2,55,2,189,1,3,1,1.0,2.0,3.0,7,5,11,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,2,4,4,4,4,5,4,5,4,3,3,3,4,3,2,4,4,4,4,2,2,2,1,1,1,1,1
3,137,1,471,1,3,0,1.0,3.0,3.0,8,2,14,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,2,4,4,4,4,1,1,1,1,1
2,137,3,619,1,3,0,1.0,3.0,3.0,8,5,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,3,4,2,2,2,1,1,1,1,1
1,80,2,541,1,3,1,1.0,4.0,3.0,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,2,4,4,3,3,4,4,4,4,4,4,4,3,4,3,4,3,2,4,4,4,4,2,3,2,1,1,1,1,1
2,137,2,182,1,2,0,1.0,3.0,2.0,8,2,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,2,2,2,3,4,4,3,4,3,3,4,4,4,2,4,4,2,2,3,3,4,4,4,1,1,1,1,1
1,55,3,411,1,2,1,1.0,3.0,3.0,2,2,16,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,2,2,4,4,4,4,4,4,4,2,3,4,3,2,3,4,4,4,2,4,4,4,4,1,1,1,1,1
3,20,1,622,1,3,1,1.0,3.0,3.0,8,5,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,3,4,4,2,2,1,1,1,1,1,1
1,46,2,583,1,2,0,1.0,4.0,3.0,8,2,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,2,4,3,3,4,4,3,4,4,3,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,1,1,1,1,1
4,20,2,533,1,2,1,2.0,3.0,2.0,8,5,7,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,3,2,2,4,3,3,3,2,4,2,4,4,5,5,3,5,4,3,4,3,4,4,4,4,1,1,1,1,1
3,158,1,47,1,3,1,1.0,3.0,2.0,2,5,22,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,3,3,4,4,3,4,4,4,5,4,4,2,4,3,4,3,3,3,2,1,1,1,1,1
3,46,1,78,1,4,1,1.0,3.0,3.0,8,5,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,5,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1
1,126,3,427,1,3,0,1.0,3.0,3.0,2,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,1,1,1,1,1
4,6,2,198,1,3,1,2.0,2.0,2.0,8,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,2,3,3,4,4,5,4,1,1,1,1,1
3,6,2,146,1,4,0,1.0,2.0,3.0,2,8,12,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,4,4,4,4,2,2,2,1,1,1,1,1
2,137,3,473,1,3,1,1.0,3.0,2.0,6,5,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3,3,3,3,4,4,4,4,4,4,2,4,4,4,2,4,4,2,2,3,4,4,4,4,1,1,1,1,1
5,121,1,108,1,3,1,1.0,3.0,3.0,2,2,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,2,4,3,5,4,1,2,2,1,1,1,1,1
2,31,1,183,1,2,1,1.0,3.0,3.0,8,8,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,2,4,3,4,4,4,3,2,4,3,4,4,3,2,2,1,1,1,1,1
2,137,1,172,1,3,0,1.0,3.0,3.0,2,5,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,2,4,3,3,3,3,3,4,4,1,1,1,1,1
3,59,1,174,1,3,1,1.0,3.0,2.0,8,5,9,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,3,4,4,4,4,1,1,1,1,1
3,135,2,621,1,3,1,1.0,4.0,3.0,3,2,18,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,4,5,4,5,4,5,3,3,5,2,3,4,4,4,4,3,4,4,4,3,1,1,1,1,1
2,80,3,233,1,3,1,1.0,4.0,3.0,8,2,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,5,5,5,4,4,4,4,4,3,4,4,3,4,4,3,4,2,2,2,1,1,1,1,1
2,65,1,199,1,2,1,1.0,3.0,3.0,7,5,25,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,2,3,4,4,4,4,3,3,4,4,4,4,3,3,2,4,3,4,3,3,2,2,1,1,1,1,1
3,124,1,187,1,1,1,1.0,2.0,2.0,6,5,1,4,4,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,2,1,4,3,1,2,2,2,3,3,2,3,3,4,3,3,4,4,5,2,4,4,2,2,2,3,4,4,4,1,1,1,1,1
3,137,1,104,1,4,1,1.0,4.0,3.0,8,5,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,3,4,3,1,1,1,1,1
2,20,1,478,1,2,1,1.0,3.0,4.0,2,5,23,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,3,4,4,3,4,3,3,3,4,5,5,5,4,5,4,4,4,3,3,2,2,4,4,3,4,2,2,2,1,1,1,1,1
2,137,2,113,1,2,1,1.0,3.0,3.0,8,5,16,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,4,4,3,3,4,4,4,4,3,4,2,4,4,4,2,4,4,3,3,2,4,4,4,4,1,1,1,1,1
2,134,3,200,1,3,1,1.0,3.0,4.0,2,5,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,4,4,4,3,3,3,1,1,1,1,1
2,46,2,384,1,2,0,1.0,2.0,2.0,8,2,7,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,3,2,3,2,2,3,3,3,3,3,4,3,3,4,4,4,2,4,4,2,3,3,3,4,4,4,1,1,1,1,1
3,55,2,561,1,3,1,1.0,3.0,3.0,6,2,23,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,4,3,4,4,4,4,4,4,4,4,5,4,2,4,4,3,3,4,4,4,4,2,3,2,1,1,1,1,1
1,137,2,496,1,3,1,1.0,3.0,3.0,6,5,2,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,2,4,4,3,3,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,1,1,1,1,1
3,143,1,476,1,3,1,1.0,3.0,2.0,5,2,1,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,4,3,4,3,4,3,5,5,4,5,3,4,4,4,3,3,4,4,4,3,1,1,1,1,1
2,59,2,616,1,3,1,1.0,3.0,3.0,8,5,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,2,4,4,4,4,3,2,2,1,1,1,1,1
3,128,1,34,1,3,0,1.0,4.0,4.0,2,2,11,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,4,4,4,3,2,2,1,1,1,1,1
3,20,1,647,1,3,1,1.0,4.0,3.0,8,5,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,1,1,1,1,1
1,143,2,238,1,2,1,1.0,3.0,2.0,8,5,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,2,3,3,4,4,4,4,4,3,3,4,4,4,3,4,4,2,3,3,4,4,4,4,1,1,1,1,1
1,131,3,595,1,2,1,1.0,3.0,3.0,1,2,23,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,2,3,4,3,3,2,2,2,1,1,1,1,1
2,35,1,121,1,3,0,1.0,2.0,3.0,6,5,11,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,3,4,4,1,1,1,1,1
1,59,2,239,1,3,0,1.0,3.0,3.0,8,2,11,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,3,2,4,3,4,4,3,4,4,4,4,5,4,5,4,4,4,2,3,3,3,4,4,2,3,3,3,3,1,1,1,1,1
2,31,3,465,1,3,1,1.0,4.0,3.0,2,8,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,5,4,5,2,4,4,4,4,3,2,1,1,1,1,1,1
3,130,2,395,1,3,1,1.0,3.0,3.0,8,8,19,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,2,2,4,4,4,4,4,4,3,4,4,4,5,4,4,4,3,4,3,4,4,4,4,1,1,1,1,1
2,20,2,250,1,3,1,1.0,3.0,2.0,8,2,2,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,4,4,4,1,1,1,1,1
2,142,2,5,1,3,1,1.0,5.0,3.0,8,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,5,4,5,4,4,2,4,3,4,3,2,3,3,1,1,1,1,1
2,117,1,216,1,2,1,1.0,3.0,3.0,2,5,25,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,2,2,4,4,3,4,4,3,3,2,4,4,4,4,3,4,4,4,4,4,3,4,1,4,3,4,3,2,1,1,1,1,1,1,1
4,137,2,250,1,3,1,3.0,4.0,3.0,1,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,3,2,1,1,1,1,1
1,55,2,562,1,3,1,1.0,3.0,3.0,8,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1
3,20,1,386,1,3,0,1.0,3.0,3.0,8,5,19,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1
2,100,3,389,1,4,1,2.0,4.0,3.0,2,2,18,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,5,5,5,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1
1,159,4,134,1,2,1,1.0,3.0,2.0,8,2,9,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,2,2,3,4,2,3,2,2,4,3,4,3,3,4,4,3,4,3,4,2,3,4,2,3,2,4,4,4,4,1,1,1,1,1
4,55,1,584,1,3,1,1.0,3.0,2.0,6,2,9,3,2,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,3,3,3,4,4,3,3,4,4,4,3,4,5,4,3,5,4,3,4,3,4,4,4,4,1,1,1,1,1
2,20,2,523,1,2,0,1.0,4.0,3.0,2,5,25,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,4,3,4,4,2,1,1,1,1,1,1,1
1,155,3,216,1,2,1,1.0,3.0,3.0,0,5,16,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,4,3,2,3,4,5,5,4,4,4,3,4,5,3,2,4,4,3,3,2,3,4,4,4,1,1,1,1,1
2,112,2,229,1,2,1,1.0,2.0,3.0,2,2,25,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,2,4,4,4,4,3,4,3,3,2,4,5,3,3,3,4,4,3,4,2,3,2,1,1,1,1,1
3,31,1,184,1,3,1,1.0,3.0,3.0,2,8,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,3,3,4,4,4,4,3,3,3,1,1,1,1,1
3,59,3,612,1,4,0,2.0,3.0,3.0,8,5,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,5,4,4,4,5,4,4,4,5,4,5,4,4,4,5,4,3,5,4,4,4,2,3,3,1,1,1,1,1
3,77,1,594,1,3,0,1.0,4.0,3.0,2,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,1,1,1,1,1
3,59,1,591,1,3,0,1.0,3.0,3.0,7,5,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,3,4,5,5,4,4,4,4,3,3,4,4,3,2,4,3,3,4,2,2,2,1,1,1,1,1
2,78,1,559,1,2,1,1.0,3.0,3.0,7,8,22,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3,4,3,2,3,4,5,4,4,4,5,4,4,4,4,3,3,1,4,3,4,4,2,1,1,1,1,1,1,1
3,59,2,288,1,4,0,2.0,4.0,3.0,8,2,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,2,4,4,4,5,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,3,3,4,1,1,1,1,1
3,96,1,304,1,3,1,1.0,3.0,3.0,0,8,25,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,4,5,5,4,4,4,4,4,4,4,3,3,1,4,3,4,4,2,2,2,1,1,1,1,1
2,18,2,380,1,3,1,2.0,3.0,3.0,6,5,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,3,5,4,4,3,5,4,3,4,3,4,4,4,4,1,1,1,1,1
3,41,1,484,1,4,1,1.0,4.0,3.0,0,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,1,1,1,1,1
4,77,1,594,1,2,1,1.0,2.0,2.0,6,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,3,3,2,2,2,2,3,3,4,3,4,2,3,5,4,4,3,4,4,2,3,2,4,4,4,4,1,1,1,1,1
2,71,3,84,1,4,1,1.0,5.0,3.0,6,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,3,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,2,3,469,1,4,0,2.0,4.0,4.0,2,2,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,5,4,3,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,5,5,4,3,2,2,1,1,1,1,1
2,29,2,114,1,2,0,1.0,3.0,2.0,8,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,4,3,2,3,2,2,3,3,4,4,4,3,4,3,4,4,4,2,4,4,2,2,2,3,4,4,4,1,1,1,1,1
1,55,4,473,1,4,0,1.0,3.0,3.0,8,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
3,55,1,332,1,3,1,1.0,2.0,3.0,8,5,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,3,3,4,4,3,4,2,3,2,1,1,1,1,1
3,20,2,285,1,2,0,1.0,3.0,2.0,2,8,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,3,3,3,3,3,2,4,2,2,3,4,3,4,3,3,5,2,4,4,3,3,4,4,4,4,4,1,1,1,1,1
2,117,2,141,1,2,1,1.0,3.0,2.0,8,8,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3,2,2,3,4,3,4,3,4,3,3,5,5,4,2,4,4,3,3,3,4,4,4,4,1,1,1,1,1
3,155,1,386,1,3,1,1.0,3.0,3.0,0,5,21,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,5,5,4,4,4,4,4,4,3,3,3,3,4,4,3,4,3,2,2,1,1,1,1,1
4,155,1,553,1,4,1,1.0,4.0,3.0,0,5,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,129,1,536,1,3,1,1.0,3.0,3.0,8,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1
1,46,2,563,1,2,0,1.0,3.0,3.0,7,5,23,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,4,4,4,4,4,4,3,2,3,4,3,3,2,4,3,4,3,2,2,2,1,1,1,1,1
3,59,1,642,1,3,1,1.0,3.0,3.0,7,5,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,5,4,4,4,3,3,4,4,4,4,3,2,3,1,1,1,1,1
1,126,2,427,1,3,1,1.0,4.0,3.0,8,2,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,4,5,4,4,4,4,4,3,4,3,3,4,2,4,4,3,4,3,3,3,1,1,1,1,1
3,159,1,97,1,2,1,1.0,3.0,3.0,8,5,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,4,5,4,4,4,5,4,4,4,4,4,4,2,4,4,2,3,2,1,2,1,1,1,1,1
4,121,2,419,1,2,1,2.0,3.0,2.0,5,5,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,1,4,4,2,3,3,3,4,4,2,2,2,4,2,4,4,3,5,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
2,137,2,475,1,3,1,1.0,3.0,3.0,8,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1
5,137,3,56,1,4,1,3.0,3.0,3.0,2,5,25,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,5,5,4,4,4,4,3,3,5,4,4,3,5,3,5,5,3,5,4,5,2,5,4,5,5,3,3,3,1,1,1,1,1
